NQUEST,NORD,CERC,MCERC1,MCERC2,MCERC3,MCERC4,MCERC5,MCERC6,MCERC7,MCERC8,MCERC9,MCERC10,MCERC11,OFFERTE,NOFFERTE,NRIFIUTI,NESPLAV,ETALAV,CONTRIB,ACONTRIB,MCONTRIB,DISOC,CASSINT,DIS1,DIS2,DIS3,DIS4,DIS5,DISTOT,DISTEL,ETAPEN,ETALAV2,NOMALAT,MALAT
35001,3,2,,,,,,,,,,,,2,0,0,1,24,1,3,,2,2,,,,,,,,60,,1,0
35001,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35001,5,2,,,,,,,,,,,,2,0,0,1,24,1,4,,2,2,,,,,,,,60,,1,0
35005,1,2,,,,,,,,,,,,2,0,0,6,12,1,25,,1,1,5,4,5,5,5,4,,65,,2,15
35009,1,2,,,,,,,,,,,,2,0,0,1,15,1,,,2,2,,,,,,,,,,,
35012,1,2,,,,,,,,,,,,2,0,0,1,30,1,22,,2,2,,,,,,,,65,,1,0
35012,2,2,,,,1,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35012,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35012,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35019,1,2,,,,,,,,,,,,2,0,0,2,22,1,6,,2,2,,,,,,,,60,28,2,2
35019,2,2,,,,,,1,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35022,1,2,,,,,,,,,,,,2,0,0,2,23,1,8,,2,2,,,,,,,,60,25,1,0
35022,2,2,,,,,,,,,,,,2,0,0,1,24,1,5,,2,2,,,,,,,,60,,1,0
35022,5,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35024,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35025,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35026,1,2,,,,,,,,,,,,2,0,0,1,21,1,32,,2,2,,,,,,,,,,,
35026,2,2,,,,,,,,,,,,2,0,0,1,18,1,30,,2,2,,,,,,,,,,,
35026,3,2,,,,,,,,,,,,2,0,0,1,20,1,8,,2,2,,,,,,,,55,,1,0
35026,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35032,1,2,,,,,,,,,,,,2,0,0,3,14,1,23,,2,2,,,,,,,,50,21,1,0
35032,2,2,,,,,,,,,,,,2,0,0,1,24,1,12,,2,2,,,,,,,,60,,1,0
35035,1,2,,,,,,,,,,,,2,0,0,4,14,1,31,,2,2,,,,,,,,,,,
35035,2,2,,,,,,,,,,,,2,0,0,2,14,1,10,,2,2,,,,,,,,50,24,1,0
35067,1,2,,,,,,,,,,,,2,0,0,5,11,1,40,,2,2,,,,,,,,,,,
35067,2,2,,,,,,,,,,,,2,0,0,1,15,1,15,,2,2,,,,,,,,,,,
35067,3,1,,,,,,,,,,,,2,0,0,1,20,1,4,,2,2,,,,,,,,,,1,0
35076,1,2,,,,,,,,,,,,2,0,0,2,20,1,15,,2,2,,,,,,,,65,29,1,0
35076,2,2,,,,,,,,,,,,2,0,0,1,21,1,9,,2,2,,,,,,,,60,,1,0
35080,1,2,,,,,,,,,,,,2,0,0,3,20,1,4,,2,2,,,,,,,,65,33,1,0
35080,2,1,,,,,,,,,,,,1,1,0,2,22,1,10,,2,2,,,,,,,,60,28,1,0
35082,1,2,,,,,,,,,,,,2,0,0,3,18,1,25,,2,2,,,,,,,,60,30,1,0
35082,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35082,3,1,,,,,,,,,,,,2,0,0,1,26,1,3,,1,2,4,2,3,2,3,2,,,,,
35103,1,2,,,,,,,,,,,,2,0,0,2,16,1,33,,2,2,,,,,,,,65,29,2,6
35103,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35103,3,1,,,,,,,,,,,,2,0,0,2,15,1,0.5,6,1,2,3,4,3,2,3,3,,,,,
35103,4,1,,,,,,,,,,,,2,0,0,2,15,1,,,1,2,3,5,3,3,5,3,,,,,
35103,5,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35103,6,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35103,7,1,,,,,,,,,,,,2,0,0,1,17,1,,,1,2,1,5,2,1,5,1,,,,,
35106,1,2,,,,,,,,,,,,2,0,0,1,12,1,25,,2,2,,,,,,,,,,1,0
35106,2,2,,,,1,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35106,3,2,,,,1,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35106,4,2,,,,1,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35127,1,2,,,,,,,,,,,,2,0,0,1,19,1,26,,2,2,,,,,,,,,,,
35132,1,2,,,,,,,,,,,,2,0,0,3,21,2,0,0,2,2,,,,,,,,65,,2,5
35132,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35133,1,2,,,,,,,,,,,,2,0,0,2,22,1,40,,2,2,,,,,,,,,,,
35133,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35134,1,2,,,,,,,,,,,,2,0,0,1,18,1,40,,2,2,,,,,,,,,,,
35134,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35135,1,2,,,,,,,,,,,,2,0,0,1,16,2,0,0,2,2,,,,,,,,,,,
35135,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35135,3,1,,,,,,,,,,,,2,0,0,1,15,2,0,0,2,2,,,,,,,,60,,1,0
35135,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35140,1,2,,,,,,,,,,,,2,0,0,1,64,2,0,0,2,2,,,,,,,,,,,
35142,1,1,,,,,,,,,,,,2,0,0,1,17,1,31,,1,1,3,2,2,1,2,1,,,,,
35142,2,2,,,1,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35142,3,1,,,,,,,,,,,,1,1,0,3,14,1,3,,2,2,,,,,,,,65,25,1,0
35146,1,2,,,,,,,,,,,,2,0,0,1,21,1,39,,2,2,,,,,,,,,,,
35146,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35146,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35146,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35147,1,2,,,,,,,,,,,,2,0,0,2,15,1,9,,2,2,,,,,,,,65,28,1,0
35147,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35148,1,2,,,,,,,,,,,,2,0,0,1,15,1,35,,2,2,,,,,,,,,,,
35148,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35149,1,2,,,,,,,,,,,,2,0,0,1,18,1,37,,2,2,,,,,,,,,,,
35149,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35150,1,2,,,,,,,,,,,,2,0,0,1,22,1,32,,1,1,3,2,3,3,3,2,,,,,
35150,2,2,,,1,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35150,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35150,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35150,5,2,,,,,,,,,,,,2,0,0,1,30,1,,,2,2,,,,,,,,,,,
35155,1,2,,,,,,,,,,,,2,0,0,1,16,1,30,,2,2,,,,,,,,,,,
35155,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35157,1,2,,,,,,,,,,,,2,0,0,3,30,1,19,,2,2,,,,,,,,60,,2,10
35157,2,2,,,,,,1,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35157,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35157,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35164,1,1,,,,,,,,,,,,2,0,0,1,25,1,20,,1,1,3,3,3,3,,,,,,,
35164,2,2,,,,,,,,,,,,2,0,0,1,42,1,2,,2,2,,,,,,,,60,,1,0
35164,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35164,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35164,5,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35168,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35168,2,2,,,,,,,,,,,,2,0,0,1,16,1,9,,2,2,,,,,,,,60,,1,0
35168,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35169,1,2,,,,,,,,,,,,2,0,0,1,24,1,31,,2,2,,,,,,,,,,,
35169,2,2,,,,1,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35169,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35169,4,2,,,,,,1,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35202,1,2,,,,,,,,,,,,2,0,0,2,20,1,32,,2,2,,,,,,,,,22,1,0
35202,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35202,3,1,,,,,,,,,,,,2,0,0,1,16,1,0.25,3,1,2,,,,,,,,,,,
35202,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35203,1,1,,,,,,,,,,,,2,0,0,1,13,1,,,1,2,,,,,,,,,,,
35203,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35203,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35203,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35205,1,2,,,,,,,,,,,,2,0,0,1,,1,,,2,2,,,,,,,,,,1,0
35205,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35205,3,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35206,1,2,,,,,,,,,,,,2,0,0,1,22,1,15,,2,2,,,,,,,,,,,
35209,1,2,,,,,,,,,,,,2,0,0,1,21,1,24,,2,2,,,,,,,,55,,1,0
35209,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35209,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35214,1,2,,,,,,,,,,,,2,0,0,3,18,1,27,,2,2,,,,,,,,55,25,1,0
35214,2,2,,,,,,,,,,,,2,0,0,2,18,1,30,,2,2,,,,,,,,51,23,2,120
35214,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35215,1,2,,,,,,,,,,,,2,0,0,2,30,2,0,0,2,2,,,,,,,,,,,
35218,1,2,,,,,,,,,,,,2,0,0,2,20,1,25,,2,2,,,,,,,,,,,
35222,1,2,,,,,,,,,,,,2,0,0,2,14,1,36,,2,2,,,,,,,,,,,
35222,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35222,3,2,,,,,,,,,,,,2,0,0,1,17,1,8,,2,2,,,,,,,,65,,1,0
35222,4,2,,,,,,,,,,,,2,0,0,1,17,1,2,,2,2,,,,,,,,65,,1,0
35223,1,2,,,,,,,,,,,,2,0,0,2,19,1,25,,2,2,,,,,,,,60,25,1,0
35223,2,2,,,,,,,,,,,,2,0,0,2,17,1,22,,2,2,,,,,,,,60,21,1,0
35223,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35228,1,2,,,,,,,,,,,,2,0,0,5,12,1,22,,2,2,,,,,,,,55,27,1,0
35228,2,2,,,,,,,,,,,,2,0,0,1,14,1,22,,2,2,,,,,,,,60,,1,0
35228,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35229,1,1,,,,,,,,,,,,2,0,0,10,12,2,0,0,1,2,3,2,2,2,3,1,,,,,
35229,2,1,,,,,,,,,,,,1,1,0,2,16,1,0.5,6,1,2,,,,,,,,60,19,2,15
35229,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35231,1,2,,,,,,,,,,,,2,0,0,1,16,1,37,,2,2,,,,,,,,,,,
35231,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35231,3,2,,,,,,,,,,,,2,0,0,4,18,1,20,,2,2,,,,,,,,60,,2,10
35231,4,2,,,,,,,,,,,,2,0,0,1,19,1,11,,2,2,,,,,,,,60,,2,10
35232,1,2,,,,,,,,,,,,2,0,0,1,19,1,35,,2,2,,,,,,,,,,,
35232,2,1,,,,,,,,,,,,2,0,0,1,23,2,0,0,2,2,,,,,,,,60,,1,0
35234,1,2,,,,,,,,,,,,2,0,0,2,17,1,34,,1,2,3,4,5,5,3,3,,59,,1,0
35254,1,2,,,,,,,,,,,,2,0,0,1,,1,,,2,2,,,,,,,,,,,
35254,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35254,3,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35260,1,2,,,,,,,,,,,,2,0,0,3,14,1,23,,2,2,,,,,,,,58,23,1,0
35260,2,2,,,,,,,,,,,,2,0,0,1,14,1,10,,2,2,,,,,,,,,,,
35260,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35265,1,2,,,,,,,,,,,,2,0,0,1,14,1,10,,2,2,,,,,,,,,,,
35268,1,2,,,,,,,,,,,,2,0,0,1,18,1,6,,1,2,2,3,3,3,3,3,,,,,
35276,1,2,,,,,,,1,,,,,2,0,0,1,16,1,15,,1,2,4,2,1,2,2,2,,,,,
35276,2,2,,,,,,,,,,,,2,0,0,2,21,1,8,,2,1,4,2,1,2,3,2,,65,35,1,0
35278,1,2,,,,,,,,,,,,2,0,0,1,29,1,7,,2,2,,,,,,,,65,,1,0
35278,2,2,,,,,,,,,,,,2,0,0,1,30,1,3,,2,2,,,,,,,,65,,1,0
35281,1,2,,,,,,,,,,,,2,0,0,2,20,1,35,,1,1,3,4,3,3,2,2,,56,38,1,0
35281,2,2,,,1,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35281,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35281,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35295,1,2,,,,,,,,,,,,2,0,0,1,18,1,10,,2,2,,,,,,,,,,,
35295,2,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35295,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35296,1,2,,,,,,,,,,,,2,0,0,5,16,1,27,,2,2,,,,,,,,,,,
35296,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35297,1,2,,,,,,,,,,,,2,0,0,1,,2,0,0,2,2,,,,,,,,,,,
35297,2,1,,,,,,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,
35298,1,2,,,,,,,,,,,,2,0,0,1,,1,,,2,2,,,,,,,,,,,
35298,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35301,1,2,,,,,,,,,,,,2,0,0,2,23,1,30,,2,2,,,,,,,,60,33,2,15
35301,2,2,,,,,,,,,,,,2,0,0,1,19,1,28,,2,2,,,,,,,,53,,2,10
35301,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35304,1,2,,,,,,,,,,,,2,0,0,1,13,1,20,,2,2,,,,,,,,60,,1,0
35304,2,2,,,,,,1,,,,,,2,0,0,1,18,1,20,,1,1,3,5,3,3,4,3,,,,,
35304,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35314,1,2,,,,,,,,,,,,2,0,0,1,30,1,35,,2,2,,,,,,,,,,,
35314,2,2,,,,,,,,,,,,2,0,0,1,15,1,40,,2,2,,,,,,,,,,,
35314,3,1,,,,,,,,,,,,1,1,0,4,13,1,6,,1,2,3,4,2,1,5,1,,60,35,2,10
35314,4,1,,,,,,,,,,,,1,1,0,2,16,1,10,,2,2,,,,,,,,60,27,1,0
35315,1,2,,,,,,,,,,,,2,0,0,4,15,1,35,,2,2,,,,,,,,,,,
35315,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35315,3,2,,,,,,,,,,,,2,0,0,2,23,1,10,,2,2,,,,,,,,60,25,1,0
35317,1,2,,,,,,,,,,,,2,0,0,3,14,1,35,,2,2,,,,,,,,,,,
35317,2,2,,1,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35317,3,1,,,,,,,,,,,,2,0,0,1,16,1,3,,1,2,3,3,3,3,5,3,,,,,
35317,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35319,1,2,,,,,,,,,,,,2,0,0,1,11,1,23,,2,2,,,,,,,,,,,
35319,2,2,,,,,,,,,,,,2,0,0,1,14,1,20,,2,1,4,2,2,3,4,2,,,,,
35322,1,2,,,,,,,,,,,,2,0,0,2,30,1,28,,2,2,,,,,,,,,,,
35322,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35322,3,2,,,,,,,,,,,,2,0,0,1,26,1,8,,2,2,,,,,,,,60,,2,10
35323,1,2,,,,,,,,,,,,2,0,0,1,13,1,30,,2,2,,,,,,,,65,,1,0
35323,2,2,,,,,,1,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35323,3,2,,,,,,,,,,,,2,0,0,1,25,1,9,,2,2,,,,,,,,60,,1,0
35324,1,2,,,,,,,,,,,,2,0,0,3,18,1,36,,2,2,,,,,,,,57,30,2,30
35324,2,2,,,1,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35326,1,2,,,,,,,,,,,,2,0,0,2,23,1,15,,2,2,,,,,,,,65,35,1,0
35326,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35326,3,2,,,,,,,,,,,,2,0,0,1,27,1,35,,2,2,,,,,,,,63,,1,0
35327,1,2,,,,,,,,,,,,2,0,0,2,19,1,15,,2,2,,,,,,,,60,21,2,6
35327,2,2,,,,,1,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35327,3,2,,,,,,,,,,,,2,0,0,1,15,1,20,,2,2,,,,,,,,,,,
35332,1,2,,,,,,,,,,,,2,0,0,1,22,1,10,,1,1,3,3,3,3,4,3,,65,,1,0
35336,1,2,,,,,,,,,,,,2,0,0,5,17,1,16,,2,2,,,,,,,,,,,
35336,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35337,1,1,,,,,,,,,,,,2,0,0,1,14,1,8,,1,2,,,,,,,,,,,
35337,2,2,,,,,,1,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35337,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35337,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35337,6,2,,,,,,,,,,,,2,0,0,1,,2,0,0,2,2,,,,,,,,,,,
35338,1,2,,,,,,,,,,,,2,0,0,1,10,1,,,2,2,,,,,,,,,,,
35340,1,2,,,,,,,,,,,,2,0,0,1,10,1,30,,2,2,,,,,,,,65,,1,0
35340,2,2,,1,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35340,3,2,,,,,,,1,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35340,4,2,,,,,,,,,,,,2,0,0,1,25,1,3,,1,2,2,3,2,3,2,2,4,65,,1,0
35340,5,2,,1,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35346,1,2,,,,,,,,,,,,2,0,0,2,14,1,14,,2,2,,,,,,,,65,30,1,0
35346,2,2,,,,,,,,,,,,2,0,0,1,26,1,14,,2,2,,,,,,,,60,,2,30
35349,1,2,,,,,,,,,,,,2,0,0,1,15,1,10,,2,1,3,3,3,3,3,5,,,,,
35349,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35349,3,1,,,,,,,,,,,,2,0,0,1,20,1,,,1,1,2,3,3,2,4,3,,,,,
35351,1,1,,,,,,,,,,,,2,0,0,2,15,1,3,,1,2,3,2,3,3,4,1,,,,,
35351,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35353,1,2,,,,,,,,,,,,2,0,0,1,30,1,33,,2,2,,,,,,,,65,,2,15
35353,2,2,,,,,,,,,,,,2,0,0,1,23,1,25,,2,2,,,,,,,,,,,
35353,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35353,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35354,1,2,,,,,,,,,,,,2,0,0,1,16,1,15,,1,1,3,3,3,3,5,2,,65,,2,123
35354,2,2,1,,,,,,,,,,,2,0,0,1,,1,1,,1,2,3,3,3,3,3,3,,,,,
35355,1,2,,,,,,,,,,,,2,0,0,1,15,1,50,,1,2,3,3,5,5,5,4,,,,,
35355,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35366,1,2,,,,,,,,,,,,2,0,0,1,20,1,20,,2,2,,,,,,,,60,,1,0
35366,2,2,,,,,,,,,,,,2,0,0,1,25,1,13,,2,2,,,,,,,,70,,2,20
35367,1,2,,,,,,,,,,,,2,0,0,2,17,1,18,,1,2,5,4,5,5,5,3,,60,17,2,1
35367,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35367,3,1,,,,,,,,,,,,1,2,0,1,21,1,3,,1,2,5,4,5,5,5,4,,,,,
35367,4,1,,,,,,,,,,,,1,2,0,1,20,1,4,,1,2,5,4,3,2,5,3,,,,,
35367,5,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35370,1,2,,,,,,,,,,,,2,0,0,2,12,1,17,,2,2,,,,,,,,,,,
35371,1,2,,,,,,,,,,,,2,0,0,1,16,1,31,,2,2,,,,,,,,65,,1,0
35371,2,2,,,,1,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35372,1,2,,,,,,,,,,,,2,0,0,2,17,1,20,,2,2,,,,,,,,,40,1,0
35372,2,2,,,,1,,,,,,,,2,0,0,1,18,1,10,,1,2,3,3,3,4,4,3,,,,,
35372,3,2,,,,,,,,,,1,,2,0,0,0,,,,,,,,,,,,,,,,,
35372,4,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35374,1,2,,,,,,,1,,,,,2,0,0,1,21,1,27,,1,2,3,3,3,2,4,2,,,,,
35374,2,2,,,,,,,,,,,,2,0,0,1,20,1,18,,2,2,,,,,,,,55,,2,10
35376,1,1,,,,,,,,,,,,2,0,0,5,8,1,4,,1,2,2,1,2,1,5,1,,,,,
35376,2,2,,,,,,1,,,,,,2,0,0,2,17,1,8,,2,2,,,,,,,,,,,
35376,5,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35377,1,2,,,,,,,,,,,,2,0,0,1,15,1,25,,2,2,,,,,,,,65,,1,0
35377,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35378,1,2,,,,,,,,,,,,2,0,0,1,18,1,20,,2,2,,,,,,,,50,,1,0
35378,2,2,,,,,,,,,,,,2,0,0,1,20,1,18,,2,2,,,,,,,,60,,1,0
35379,1,2,,,,,,,,,,,,2,0,0,3,17,1,22,,2,2,,,,,,,,65,25,1,0
35379,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35379,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35379,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35381,1,1,,,,,,,,,,,,2,0,0,4,18,1,10,,2,2,,,,,,,,65,32,1,0
35381,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35381,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35381,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35382,1,2,,,,,,,,,,,,2,0,0,1,21,1,26,,2,2,,,,,,,,65,,1,0
35382,2,2,,,,,,,,,,,,2,0,0,1,25,1,29,,2,2,,,,,,,,60,,1,0
35382,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35382,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35383,1,2,,,,,,,,,,,,2,0,0,1,25,1,24,,2,2,,,,,,,,,,1,0
35383,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35383,3,2,,,,,,,,,,1,,2,0,0,0,,,,,,,,,,,,,,,,,
35383,4,2,,,,,,,,,,1,,2,0,0,0,,,,,,,,,,,,,,,,,
35383,5,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35385,1,2,,,,,,,,,,,,2,0,0,20,13,1,32,,1,2,5,5,5,5,5,3,,,,,
35389,1,2,,,,,,,,,,,,2,0,0,1,18,1,13,,2,2,,,,,,,,65,,2,6
35389,2,1,,,,,,,,,,,,2,0,0,2,19,1,4,,2,2,,,,,,,,60,28,2,6
35394,1,1,,,,,,,,,,,,2,0,0,2,16,1,10,,1,2,2,2,2,2,5,1,,60,25,1,0
35394,2,2,1,,,,,,,,,,,2,0,0,1,19,1,2,,2,2,,,,,,,,,,,
35395,1,2,,,,,,,,,,,,2,0,0,1,10,1,,,2,2,,,,,,,,,,,
35398,1,2,,,,,,,,,,,,2,0,0,1,32,1,40,,2,2,,,,,,,,,,,
35398,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35398,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35399,1,2,,,,,,,,,,,,2,0,0,3,20,1,25,,2,2,,,,,,,,65,21,1,0
35399,2,2,,,,,,,,,,,,2,0,0,1,23,1,18,,2,2,,,,,,,,60,,1,0
35399,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35401,1,2,,,,,,,,,,,,2,0,0,3,14,1,30,,2,2,,,,,,,,,,,
35401,2,2,,,,,,,,,,1,,2,0,0,0,,,,,,,,,,,,,,,,,
35401,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35405,1,2,,,,,,1,,,,,,2,0,0,1,14,1,30,,1,1,3,3,3,3,4,4,,,,,
35405,2,2,,,,,,,,,,,,2,0,0,1,14,1,20,,2,2,,,,,,,,,,,
35405,3,2,,,,,,,,,,,,2,0,0,1,20,1,5,,2,2,,,,,,,,60,,1,0
35426,1,2,,,,,,,,,,,,2,0,0,1,14,1,35,,2,2,,,,,,,,,,,
35432,1,2,,,,,,,,,,,,2,0,0,2,26,1,30,,2,2,,,,,,,,,,,
35432,2,1,,,,,,,,,,,,2,0,0,4,19,1,,,2,2,,,,,,,,60,29,1,0
35433,1,2,,,,,,,,,,,,2,0,0,1,20,1,16,,2,2,,,,,,,,65,,2,10
35433,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35437,1,2,,,,,,,,,,,,2,0,0,1,23,1,40,,2,2,,,,,,,,,,,
35437,2,2,,,,,,,,,,,,2,0,0,1,25,1,40,,2,2,,,,,,,,,,,
35440,1,2,,,,,,,,,,,,2,0,0,1,12,2,0,0,2,2,,,,,,,,,,,
35440,2,2,,,,,,,,,,,,2,0,0,1,11,2,0,0,2,2,,,,,,,,,,,
